GEOID,sovi,rank,fema_region
g17009,-9.829982124896699,524.0,FEMA_5
g17011,1.7430883319074764,110.0,FEMA_5
g17013,-1.0774798935369347,360.0,FEMA_5
g17015,2.1542996583004737,85.0,FEMA_5
g17017,3.2949043135199827,44.0,FEMA_5
g17019,-0.9391038129696648,349.0,FEMA_5
g17021,0.08623579422020375,241.0,FEMA_5
g17023,0.19881585905885368,232.0,FEMA_5
g17025,0.7290201931240312,189.0,FEMA_5
g17027,-3.3636085758034473,490.0,FEMA_5
g17029,0.7755130171981138,185.0,FEMA_5
g17031,9.346561201742649,3.0,FEMA_5
g17033,-1.2420771492859544,375.0,FEMA_5
g17035,-0.5045375863704793,310.0,FEMA_5
g17037,-2.025277982614433,422.0,FEMA_5
g17039,-1.4060012560443773,390.0,FEMA_5
g17041,1.8614259020105077,102.0,FEMA_5
g17043,-1.5487677178676555,395.0,FEMA_5
g17045,2.4548819320674067,75.0,FEMA_5
g17047,-0.4587211244468424,303.0,FEMA_5
g17049,-1.8450380815744045,412.0,FEMA_5
g17051,-0.829006697357003,340.0,FEMA_5
g17053,1.1121583286676016,157.0,FEMA_5
g17055,2.612365973983052,66.0,FEMA_5
g17057,-0.24671357331238852,279.0,FEMA_5
g17059,3.7052419296569123,34.0,FEMA_5
g17061,-0.8599853568036182,342.0,FEMA_5
g17063,-3.1124105334599945,481.0,FEMA_5
g17065,1.124369005319531,156.0,FEMA_5
g17067,1.094178841535856,160.0,FEMA_5
g17069,1.2869989722124884,147.0,FEMA_5
g17071,1.0319510157961245,167.0,FEMA_5
g17073,-0.4219287165133803,296.0,FEMA_5
g17075,1.920935781614634,101.0,FEMA_5
g17077,-0.6302424067364827,321.0,FEMA_5
g17079,-0.6552821744303711,324.0,FEMA_5
g17081,-0.46574493381939275,305.0,FEMA_5
g17083,-1.7033801860186766,405.0,FEMA_5
g17085,1.0645272732275881,164.0,FEMA_5
g17087,-5.948041232320124,518.0,FEMA_5
g17089,2.4459719071138077,76.0,FEMA_5
g17091,1.466743056236551,129.0,FEMA_5
g17093,-5.193941035874416,507.0,FEMA_5
g17095,2.492154902532006,73.0,FEMA_5
g17097,-1.2946436805571595,379.0,FEMA_5
g17099,0.4420633876383697,219.0,FEMA_5
g17101,-5.916998879451505,517.0,FEMA_5
g17103,-1.1575644868994686,368.0,FEMA_5
g17105,-0.6897363369809022,329.0,FEMA_5
g17107,0.027062161873087298,252.0,FEMA_5
g17109,-1.146472303560432,367.0,FEMA_5
g17111,-4.156389876550097,499.0,FEMA_5
g17113,-2.829125462934042,464.0,FEMA_5
g17115,2.059702473400579,90.0,FEMA_5
g17117,0.11463398664671809,239.0,FEMA_5
g17119,-0.9195725398965257,345.0,FEMA_5
g17121,2.000852841364505,96.0,FEMA_5
g17123,0.0711994929828683,242.0,FEMA_5
g17125,1.5987523449965986,120.0,FEMA_5
g17127,2.2715662421467857,80.0,FEMA_5
g17129,-1.1646200335636854,371.0,FEMA_5
g17131,-0.07393990712640686,260.0,FEMA_5
g17133,-4.423261156746958,503.0,FEMA_5
g17135,-0.9081975669497687,343.0,FEMA_5
g17137,0.6181821988935701,203.0,FEMA_5
g17139,0.9466349936616909,172.0,FEMA_5
g17141,-0.7609276171145003,334.0,FEMA_5
g17143,1.0900662133778247,162.0,FEMA_5
g17145,-2.5354277823256064,447.0,FEMA_5
g17147,-2.704850960876482,456.0,FEMA_5
g17149,1.5527435339775526,123.0,FEMA_5
g17151,2.7303076773291246,60.0,FEMA_5
g17153,4.1575061576073615,25.0,FEMA_5
g17155,-2.146782241460948,430.0,FEMA_5
g17157,-2.794558529330434,460.0,FEMA_5
g17159,0.8907156182176326,177.0,FEMA_5
g17161,3.0861602353794844,49.0,FEMA_5
g17163,1.2099684598277778,152.0,FEMA_5
g17165,2.8097586672820922,58.0,FEMA_5
g17167,-0.2522452400953378,280.0,FEMA_5
g17169,-1.125892066505655,366.0,FEMA_5
g17171,0.05667498082308464,244.0,FEMA_5
g17173,-0.43213334319032853,300.0,FEMA_5
g17175,0.12178341484540195,238.0,FEMA_5
g17177,3.083366291651453,50.0,FEMA_5
g17179,-1.7477025026614974,408.0,FEMA_5
g17181,1.827928928315681,105.0,FEMA_5
g17183,2.8158432594267646,56.0,FEMA_5
g17185,0.4688686427111776,216.0,FEMA_5
g17187,3.5718223980774555,36.0,FEMA_5
g17189,-1.272015372836093,377.0,FEMA_5
g17191,1.30431392361922,144.0,FEMA_5
g17193,3.930405999420938,27.0,FEMA_5
g17195,2.195531668382439,83.0,FEMA_5
g17197,-2.4136392659946653,443.0,FEMA_5
g17199,0.9066126630903664,174.0,FEMA_5
g17201,2.914939631133368,52.0,FEMA_5
g17203,-3.158807190605291,483.0,FEMA_5
g18001,2.161667367504951,84.0,FEMA_5
g18003,0.639291681926373,202.0,FEMA_5
g18005,-1.3292472392344608,381.0,FEMA_5
g18007,0.19760681972187222,233.0,FEMA_5
g18009,1.1060998840705154,159.0,FEMA_5
g18011,-5.465906014481245,510.0,FEMA_5
g18013,-1.4768493204968252,392.0,FEMA_5
g18015,-1.0794045412757711,361.0,FEMA_5
g18017,2.8858953334613555,53.0,FEMA_5
g18019,-0.1338437673986117,267.0,FEMA_5
g18021,-0.859617823171491,341.0,FEMA_5
g18023,3.1779627135469477,47.0,FEMA_5
g18025,-0.32811086462269484,289.0,FEMA_5
g18027,2.1468267794714397,86.0,FEMA_5
g18029,-3.24397812897389,487.0,FEMA_5
g18031,-0.7955280563258147,338.0,FEMA_5
g18033,-1.9421362709934982,416.0,FEMA_5
g18035,1.5853705458862821,121.0,FEMA_5
g18037,-1.3887603848271226,388.0,FEMA_5
g18039,2.642911756060836,64.0,FEMA_5
g18041,2.8141942249045164,57.0,FEMA_5
g18043,-0.015736285212031742,255.0,FEMA_5
g18045,-0.26430790395783743,282.0,FEMA_5
g18047,-3.007120705737059,475.0,FEMA_5
g18049,-0.4044989556343878,294.0,FEMA_5
g18051,-2.0023118607204053,418.0,FEMA_5
g18053,2.662499000111334,63.0,FEMA_5
g18055,-0.4922953153237623,308.0,FEMA_5
g18057,-6.757559673712662,522.0,FEMA_5
g18059,-3.6637299949727806,493.0,FEMA_5
g18061,-2.83504664431797,466.0,FEMA_5
g18063,-5.230386594701176,509.0,FEMA_5
g18065,-0.6769401199310354,327.0,FEMA_5
g18067,1.453999905506375,131.0,FEMA_5
g18069,-0.7786178399955724,336.0,FEMA_5
g18071,-0.4866803822247876,307.0,FEMA_5
g18073,-2.187547607420014,436.0,FEMA_5
g18075,1.0212235747629261,168.0,FEMA_5
g18077,0.7921344748499518,184.0,FEMA_5
g18079,-2.8760209948551902,468.0,FEMA_5
g18081,-3.1138134026781037,482.0,FEMA_5
g18083,0.4687526260062858,217.0,FEMA_5
g18085,-1.3810948318134069,387.0,FEMA_5
g18087,6.245270748508665,8.0,FEMA_5
g18089,3.908926249924794,28.0,FEMA_5
g18091,-0.9655925661976394,350.0,FEMA_5
g18093,0.04386841104331163,246.0,FEMA_5
g18095,0.953640467857666,171.0,FEMA_5
g18097,3.961931079701284,26.0,FEMA_5
g18099,0.769365861831635,187.0,FEMA_5
g18101,-1.6107672051931263,398.0,FEMA_5
g18103,-2.6634702796758423,452.0,FEMA_5
g18105,-2.18636598341595,434.0,FEMA_5
g18107,0.03421680067335234,249.0,FEMA_5
g18109,-2.826183373668331,463.0,FEMA_5
g18111,-1.0425250423158385,355.0,FEMA_5
g18113,1.1086691515493414,158.0,FEMA_5
g18115,-1.3528827367518483,383.0,FEMA_5
g18117,-0.25238895021715885,281.0,FEMA_5
g18119,-1.8369380645653515,411.0,FEMA_5
g18121,0.8998427652465011,175.0,FEMA_5
g18123,-2.93038408169346,470.0,FEMA_5
g18125,-0.7383645863474448,333.0,FEMA_5
g18127,-2.7625701095961377,457.0,FEMA_5
g18129,-2.546263499078614,449.0,FEMA_5
g18131,-0.24399119256874913,278.0,FEMA_5
g18133,-4.343111000418439,502.0,FEMA_5
g18135,1.219903964880558,151.0,FEMA_5
g18137,-0.4938599198691188,309.0,FEMA_5
g18139,-0.16256961169426853,271.0,FEMA_5
g18141,1.5474470256799835,124.0,FEMA_5
g18143,0.03644229510010644,248.0,FEMA_5
g18145,-0.2988383262016062,284.0,FEMA_5
g18147,-2.5910211492419672,450.0,FEMA_5
g18149,0.8997662897226231,176.0,FEMA_5
g18151,-2.174535498670993,433.0,FEMA_5
g18153,-3.3014404002855313,489.0,FEMA_5
g18155,-0.6839123248459259,328.0,FEMA_5
g18157,-2.187451077945352,435.0,FEMA_5
g18159,-0.7220901788322948,332.0,FEMA_5
g18161,-2.005296168121523,420.0,FEMA_5
g18163,1.6777643879159718,115.0,FEMA_5
g18165,0.7046124496839689,191.0,FEMA_5
g18167,-0.12053991053727903,266.0,FEMA_5
g18169,2.2273715931664357,81.0,FEMA_5
g18171,-2.4636220018404074,445.0,FEMA_5
g18173,-3.672506199192949,494.0,FEMA_5
g18175,-1.094956265320708,364.0,FEMA_5
g18177,3.731570574285854,33.0,FEMA_5
g18179,-0.42542050378859675,298.0,FEMA_5
g18181,0.6088372688647321,204.0,FEMA_5
g18183,-3.0310950539546155,477.0,FEMA_5
g19001,-1.2058545821428526,291.0,FEMA_7
g19003,-0.357721356068896,234.0,FEMA_7
g19005,-1.1966089511886655,289.0,FEMA_7
g19007,1.7935851950441126,89.0,FEMA_7
g19009,1.657833191276843,97.0,FEMA_7
g19011,-2.2388796975109777,335.0,FEMA_7
g19013,0.9375647684774234,147.0,FEMA_7
g19015,-1.6843478026385776,319.0,FEMA_7
g19017,-2.8464892390438257,362.0,FEMA_7
g19019,-2.2431059904214568,336.0,FEMA_7
g19021,2.7101300417934797,45.0,FEMA_7
g19023,-0.16870106670566876,218.0,FEMA_7
g19025,0.9454981280457005,146.0,FEMA_7
g19027,1.2816962936806122,120.0,FEMA_7
g19029,1.4470863616703822,111.0,FEMA_7
g19031,-1.9268561444306853,327.0,FEMA_7
g19033,0.6838270112260204,158.0,FEMA_7
g19035,-0.16333156052783382,216.0,FEMA_7
g19037,-1.2917817387757067,298.0,FEMA_7
g19039,0.5343277804008258,168.0,FEMA_7
g19041,-0.27040413382672057,227.0,FEMA_7
g19043,-0.7239587575975721,256.0,FEMA_7
g19045,0.49455812330205634,174.0,FEMA_7
g19047,3.350832488306638,30.0,FEMA_7
g19049,-5.472964928209613,407.0,FEMA_7
g19051,0.7618296039358674,155.0,FEMA_7
g19053,0.890107837994566,149.0,FEMA_7
g19055,-2.189559783401774,333.0,FEMA_7
g19057,1.9265267720693737,76.0,FEMA_7
g19059,-4.223709480072057,393.0,FEMA_7
g19061,-0.7463834808779429,258.0,FEMA_7
g19063,0.34617407208607825,186.0,FEMA_7
g19065,0.23456540453343283,190.0,FEMA_7
g19067,1.5597462653649146,104.0,FEMA_7
g19069,1.6719467164773179,96.0,FEMA_7
g19071,-0.2155741891570806,221.0,FEMA_7
g19073,0.5124499968782796,172.0,FEMA_7
g19075,-2.3947163484185263,343.0,FEMA_7
g19077,-1.114608441279901,285.0,FEMA_7
g19079,0.06841861296488802,198.0,FEMA_7
g19081,-0.5466713470715828,249.0,FEMA_7
g19083,-1.1664259082846906,287.0,FEMA_7
g19085,-1.0277125760347883,280.0,FEMA_7
g19087,0.5798226120048289,162.0,FEMA_7
g19089,0.5030039909253987,173.0,FEMA_7
g19091,0.437070015404588,182.0,FEMA_7
g19093,1.0097085796095888,139.0,FEMA_7
g19095,-2.2558092931326046,337.0,FEMA_7
g19097,-0.943904728038206,274.0,FEMA_7
g19099,-0.81995665772055,267.0,FEMA_7
g19101,-3.35232554842179,375.0,FEMA_7
g19103,-4.360530592723297,394.0,FEMA_7
g19105,-2.3746680657718824,342.0,FEMA_7
g19107,0.15340138464662031,196.0,FEMA_7
g19109,-0.9688298636441481,276.0,FEMA_7
g19111,1.3756405033934676,115.0,FEMA_7
g19113,-2.1264074162746014,332.0,FEMA_7
g19115,1.099384642244646,133.0,FEMA_7
g19117,1.0393135573634775,136.0,FEMA_7
g19119,-1.5659641177678765,314.0,FEMA_7
g19121,-3.9453238420821095,388.0,FEMA_7
g19123,-0.7549926730174173,260.0,FEMA_7
g19125,-2.8931624366358006,363.0,FEMA_7
g19127,2.313836918753341,55.0,FEMA_7
g19129,-3.6207136400036926,376.0,FEMA_7
g19131,-0.36701668356800526,236.0,FEMA_7
g19133,2.157955149475922,63.0,FEMA_7
g19135,-1.1280185083273415,286.0,FEMA_7
g19137,2.789579482265722,43.0,FEMA_7
g19139,1.037864614156375,137.0,FEMA_7
g19141,0.030348811315054403,202.0,FEMA_7
g19143,-0.43276002546389064,242.0,FEMA_7
g19145,0.16542236102348373,195.0,FEMA_7
g19147,0.6003014797141919,160.0,FEMA_7
g19149,-2.667831557369817,355.0,FEMA_7
g19151,0.5658589563977379,164.0,FEMA_7
g19153,-1.632679807213821,316.0,FEMA_7
g19155,0.7984933953743986,153.0,FEMA_7
g19157,-0.3555257328066439,233.0,FEMA_7
g19159,1.5840151087315553,102.0,FEMA_7
g19161,-0.12499227468097229,213.0,FEMA_7
g19163,-0.9826681239996554,277.0,FEMA_7
g19165,-0.422262148398695,240.0,FEMA_7
g19167,-2.595814252956016,353.0,FEMA_7
g19169,-5.613088150504576,408.0,FEMA_7
g19171,3.01841039871691,36.0,FEMA_7
g19173,1.3368254701546558,117.0,FEMA_7
g19175,1.4970686230058603,106.0,FEMA_7
g19177,0.18491398973116954,194.0,FEMA_7
g19179,3.22879153494872,32.0,FEMA_7
g19181,-2.7154553089145574,357.0,FEMA_7
g19183,-0.35974144882161524,235.0,FEMA_7
g19185,1.6791726629479602,94.0,FEMA_7
g19187,1.2791177138797236,123.0,FEMA_7
g19189,-0.751906636560789,259.0,FEMA_7
g19191,-2.9921466657681193,369.0,FEMA_7
g19193,2.8009399292221864,42.0,FEMA_7
g19195,-0.6819720748359865,255.0,FEMA_7
g19197,1.2803394459212956,121.0,FEMA_7
g20001,2.3421406509125826,53.0,FEMA_7
g20003,1.1247505798432136,132.0,FEMA_7
g20005,2.2408910274286273,59.0,FEMA_7
g20007,-0.8569669284680659,270.0,FEMA_7
g20009,1.4469352645328846,112.0,FEMA_7
g20011,1.410158019173404,113.0,FEMA_7
g20013,5.758868119785484,9.0,FEMA_7
g20015,-2.9638133586520548,367.0,FEMA_7
g20017,0.5199285003456517,171.0,FEMA_7
g20019,2.2728749231088425,58.0,FEMA_7
g20021,1.5707435513201808,103.0,FEMA_7
g20023,0.2287189085683048,192.0,FEMA_7
g20025,1.9040902014066958,80.0,FEMA_7
g20027,-0.8546742949867312,269.0,FEMA_7
g20029,3.592684072660501,22.0,FEMA_7
g20031,-0.3409829411074602,231.0,FEMA_7
g20033,1.1860301525481582,127.0,FEMA_7
g20035,1.804404271303004,85.0,FEMA_7
g20037,0.8157354244283049,152.0,FEMA_7
g20039,2.321113521564236,54.0,FEMA_7
g20041,-0.6035899858791898,252.0,FEMA_7
g20043,-0.8033184493969575,264.0,FEMA_7
g20045,-3.321205300127496,374.0,FEMA_7
g20047,-0.4898317928896727,245.0,FEMA_7
g20049,1.1984058636977237,125.0,FEMA_7
g20051,-1.8219534809280573,325.0,FEMA_7
g20053,-3.717984138022069,381.0,FEMA_7
g20055,3.1973831466810605,33.0,FEMA_7
g20057,5.253125005382532,11.0,FEMA_7
g20059,-1.3905482129418356,305.0,FEMA_7
g20061,-1.4187103823966658,307.0,FEMA_7
g20063,-2.5554393903629387,352.0,FEMA_7
g20065,-1.549554395584096,313.0,FEMA_7
g20067,3.0156437623418277,38.0,FEMA_7
g20069,0.47168368099747615,176.0,FEMA_7
g20071,-0.7592621560300119,261.0,FEMA_7
g20073,1.8400863880055751,82.0,FEMA_7
g20075,0.47046101770507875,177.0,FEMA_7
g20077,2.233159762211813,60.0,FEMA_7
g20079,1.015431445492145,138.0,FEMA_7
g20081,-0.32047375520911475,230.0,FEMA_7
g20083,-3.233218783368022,372.0,FEMA_7
g20085,0.041536296111920334,200.0,FEMA_7
g20087,-3.9369043365788188,386.0,FEMA_7
g20089,-1.5783979084409883,315.0,FEMA_7
g20091,-5.97487919427368,409.0,FEMA_7
g20093,0.021270752230790557,203.0,FEMA_7
g20095,0.044166806300509454,199.0,FEMA_7
g20097,-0.41560611966560224,238.0,FEMA_7
g20099,2.1505370809968336,64.0,FEMA_7
g20101,-1.7142396064611682,320.0,FEMA_7
g20103,-4.3823215431828055,395.0,FEMA_7
g20105,1.067197717743849,134.0,FEMA_7
g20107,-2.9724839887528955,368.0,FEMA_7
g20109,-0.8132936144976797,266.0,FEMA_7
g20111,2.9550176272252973,39.0,FEMA_7
g20113,-1.0872882624986056,284.0,FEMA_7
g20115,-0.3536468583699812,232.0,FEMA_7
g20117,-0.22946743084328902,224.0,FEMA_7
g20119,-0.22149376224817552,222.0,FEMA_7
g20121,-3.2919368568970944,373.0,FEMA_7
g20123,-1.3792418435052451,304.0,FEMA_7
g20125,3.4039496222743635,27.0,FEMA_7
g20127,-0.8035813728365238,265.0,FEMA_7
g20129,0.5426410465467045,167.0,FEMA_7
g20131,1.595218366523262,100.0,FEMA_7
g20133,2.279042593258281,57.0,FEMA_7
g20135,1.2345634256038724,124.0,FEMA_7
g20137,-2.0869905071861714,330.0,FEMA_7
g20139,-1.2012634732727197,290.0,FEMA_7
g20141,1.0532270195064264,135.0,FEMA_7
g20143,-3.219747448461418,371.0,FEMA_7
g20145,-3.938637175149019,387.0,FEMA_7
g20147,0.7263095272797156,157.0,FEMA_7
g20149,-3.8861558916676664,385.0,FEMA_7
g20151,-0.4703328880772397,244.0,FEMA_7
g20153,0.4680743449088868,178.0,FEMA_7
g20155,1.3701855365673459,116.0,FEMA_7
g20157,1.184990907842148,128.0,FEMA_7
g20159,1.7992686815440464,86.0,FEMA_7
g20161,-5.0656182725585825,402.0,FEMA_7
g20163,0.23100707399284592,191.0,FEMA_7
g20165,-0.06638453397794808,209.0,FEMA_7
g20167,-0.42067443137459837,239.0,FEMA_7
g20169,0.587155457202853,161.0,FEMA_7
g20171,-0.08409060506258659,210.0,FEMA_7
g20173,0.4148034111481875,184.0,FEMA_7
g20175,7.092178189340976,7.0,FEMA_7
g20177,2.2872202745229084,56.0,FEMA_7
g20179,-1.4589003336109763,310.0,FEMA_7
g20181,1.924209584832778,77.0,FEMA_7
g20183,2.122283382306636,65.0,FEMA_7
g20185,0.9457585082766212,145.0,FEMA_7
g20187,2.0082006798464884,68.0,FEMA_7
g20189,0.24772674687333007,189.0,FEMA_7
g20191,-0.43096112717059254,241.0,FEMA_7
g20193,-0.45654698043834674,243.0,FEMA_7
g20195,-2.316407088183701,340.0,FEMA_7
g20197,-3.811969681225567,383.0,FEMA_7
g20199,-2.1936172822858273,334.0,FEMA_7
g20201,-1.0753484552897135,282.0,FEMA_7
g20203,-1.3709098253612222,303.0,FEMA_7
g20205,2.5881835869324026,49.0,FEMA_7
g20207,2.4193864949806185,52.0,FEMA_7
g20209,7.438161838641362,5.0,FEMA_7
g21001,-0.11666426589891875,373.0,FEMA_4
g21003,-0.8194954189859451,469.0,FEMA_4
g21005,-3.7887171418295527,692.0,FEMA_4
g21007,-2.342263274516835,627.0,FEMA_4
g21009,0.12315771859059696,344.0,FEMA_4
g21011,-1.1098119976986667,505.0,FEMA_4
g21013,2.7238736141579656,85.0,FEMA_4
g21015,-5.79215026460036,725.0,FEMA_4
g21017,0.44353610751977013,293.0,FEMA_4
g21019,-0.3301403422848877,398.0,FEMA_4
g21021,0.26266060638610483,320.0,FEMA_4
g21023,-2.050499358061333,607.0,FEMA_4
g21025,3.2003203327842433,63.0,FEMA_4
g21027,-1.4686279119320365,551.0,FEMA_4
g21029,-5.417962909096791,720.0,FEMA_4
g21031,-1.155612699714299,512.0,FEMA_4
g21033,0.1520050186692921,337.0,FEMA_4
g21035,-0.8228504990536216,470.0,FEMA_4
g21037,-2.7299219880516805,648.0,FEMA_4
g21039,0.36730429736947207,302.0,FEMA_4
g21041,1.7912368382691186,145.0,FEMA_4
g21043,-1.1638942079542667,514.0,FEMA_4
g21045,0.5237995501277126,282.0,FEMA_4
g21047,0.16714408109108558,334.0,FEMA_4
g21049,-1.8672530646608747,597.0,FEMA_4
g21051,1.07085226478832,218.0,FEMA_4
g21053,0.08679871321408894,347.0,FEMA_4
g21055,0.36552610498374805,304.0,FEMA_4
g21057,1.9023316023012458,140.0,FEMA_4
g21059,-1.1765606750649271,517.0,FEMA_4
g21061,-0.5871976438740201,435.0,FEMA_4
g21063,4.557311665353564,29.0,FEMA_4
g21065,0.7225520623338074,262.0,FEMA_4
g21067,-0.7953405354956664,465.0,FEMA_4
g21069,-2.91548139758952,655.0,FEMA_4
g21071,1.0064266876203116,230.0,FEMA_4
g21073,-1.362740421341844,537.0,FEMA_4
g21075,0.8592188378394703,245.0,FEMA_4
g21077,0.18816669315809376,331.0,FEMA_4
g21079,-3.1022093625624447,668.0,FEMA_4
g21081,-3.5807465816853457,684.0,FEMA_4
g21083,-0.5895970407176419,436.0,FEMA_4
g21085,-0.8609897663206382,475.0,FEMA_4
g21087,0.23189278527744278,324.0,FEMA_4
g21089,-1.170212539785683,515.0,FEMA_4
g21091,-2.3626644062093454,631.0,FEMA_4
g21093,-2.1699630733365045,615.0,FEMA_4
g21095,1.6316322568161428,156.0,FEMA_4
g21097,-0.27164118958100725,389.0,FEMA_4
g21099,-0.0037913119229392445,356.0,FEMA_4
g21101,-1.2250606765416392,521.0,FEMA_4
g21103,-1.272719480591955,525.0,FEMA_4
g21105,3.6647050620047636,48.0,FEMA_4
g21107,0.05161714938030407,353.0,FEMA_4
g21109,0.3209064096537163,312.0,FEMA_4
g21111,-0.08063225239790206,367.0,FEMA_4
g21113,-2.217245403207684,621.0,FEMA_4
g21115,-0.7185644753880404,454.0,FEMA_4
g21117,-2.8286248313341384,653.0,FEMA_4
g21119,-0.27861382626485554,390.0,FEMA_4
g21121,2.3673832879483716,112.0,FEMA_4
g21123,-1.823953758154207,593.0,FEMA_4
g21125,-1.7493019412056225,590.0,FEMA_4
g21127,0.10869319370522412,345.0,FEMA_4
g21129,1.9175505993124768,136.0,FEMA_4
g21131,1.3079861928034209,189.0,FEMA_4
g21133,-0.03626497331657497,360.0,FEMA_4
g21135,-0.2171989434200451,382.0,FEMA_4
g21137,-1.0745031818606332,500.0,FEMA_4
g21139,0.4300490086819301,297.0,FEMA_4
g21141,-1.4004331203216531,541.0,FEMA_4
g21143,4.210714130358059,36.0,FEMA_4
g21145,-0.09628402312314882,370.0,FEMA_4
g21147,1.4471797990293438,177.0,FEMA_4
g21149,-0.6196521907914105,439.0,FEMA_4
g21151,-1.2704206068013688,524.0,FEMA_4
g21153,1.5828344700536994,161.0,FEMA_4
g21155,-0.8158951797210996,466.0,FEMA_4
g21157,0.20459395087914656,326.0,FEMA_4
g21159,2.8939234530724716,76.0,FEMA_4
g21161,0.43275048911670433,296.0,FEMA_4
g21163,-4.249534478581635,701.0,FEMA_4
g21165,2.839681111581762,77.0,FEMA_4
g21167,-2.064728042660547,608.0,FEMA_4
g21169,-1.6680752608700238,579.0,FEMA_4
g21171,1.0296778866772895,227.0,FEMA_4
g21173,-1.7243247836669164,587.0,FEMA_4
g21175,0.8364847025246103,251.0,FEMA_4
g21177,-0.3068664750954506,395.0,FEMA_4
g21179,-3.3938341694450775,679.0,FEMA_4
g21181,0.3856883308309206,301.0,FEMA_4
g21183,-0.6294676034893391,443.0,FEMA_4
g21185,-7.150335457411489,735.0,FEMA_4
g21187,-1.0266454986515778,494.0,FEMA_4
g21189,6.558887348978208,14.0,FEMA_4
g21191,-3.445981692153704,682.0,FEMA_4
g21193,0.6083035039952072,274.0,FEMA_4
g21195,-0.03349336896219057,359.0,FEMA_4
g21197,1.1776397455944252,201.0,FEMA_4
g21199,0.44022022846928266,294.0,FEMA_4
g21201,1.1524349534789846,204.0,FEMA_4
g21203,1.016312758550026,229.0,FEMA_4
g21205,0.22751053867057236,325.0,FEMA_4
g21207,1.0597266006432748,220.0,FEMA_4
g21209,-4.406391374885753,704.0,FEMA_4
g21211,-2.3493850528184836,628.0,FEMA_4
g21213,-2.2597458740604766,622.0,FEMA_4
g21215,-5.365246944301905,718.0,FEMA_4
g21217,-0.16199137477805245,377.0,FEMA_4
g21219,-0.6837175266302264,449.0,FEMA_4
g21221,-1.4529635474373381,550.0,FEMA_4
g21223,-2.1906856447378655,617.0,FEMA_4
g21225,-1.2935997220701,529.0,FEMA_4
g21227,-1.488287961692253,554.0,FEMA_4
g21229,-1.0468423485904714,496.0,FEMA_4
g21231,1.0802304027009657,215.0,FEMA_4
g21233,-1.1010035004050227,503.0,FEMA_4
g21235,1.4478417494126843,176.0,FEMA_4
g21237,4.838677520325474,26.0,FEMA_4
g21239,-4.007000918464504,697.0,FEMA_4
g22001,-0.5455484371043107,309.0,FEMA_6
g22003,-1.1763356137168688,356.0,FEMA_6
g22005,-5.876265575034328,494.0,FEMA_6
g22007,-4.037860341771214,481.0,FEMA_6
g22009,1.34770120915641,137.0,FEMA_6
g22011,-3.090396514730493,453.0,FEMA_6
g22013,0.8902522881536192,176.0,FEMA_6
g22015,-2.585191658851916,433.0,FEMA_6
g22017,-0.5147491818200458,307.0,FEMA_6
g22019,-1.774553281467665,389.0,FEMA_6
g22021,-2.050530709592146,405.0,FEMA_6
g22023,-6.071157144735672,496.0,FEMA_6
g22025,-2.790253977807077,440.0,FEMA_6
g22027,-1.4129093971826336,375.0,FEMA_6
g22029,0.6430149469605532,194.0,FEMA_6
g22031,-1.14127195965938,354.0,FEMA_6
g22033,-1.8467888093817049,393.0,FEMA_6
g22035,2.470220237932775,67.0,FEMA_6
g22037,-2.22392470744262,412.0,FEMA_6
g22039,-0.01485948052056929,264.0,FEMA_6
g22041,0.7331875420289498,186.0,FEMA_6
g22043,-3.194886366884433,456.0,FEMA_6
g22045,-2.1956147858141533,411.0,FEMA_6
g22047,-3.724458133057915,475.0,FEMA_6
g22049,-0.3736462131805304,287.0,FEMA_6
g22051,-0.09974748596675281,270.0,FEMA_6
g22053,-1.7171669658313895,388.0,FEMA_6
g22055,-3.0134572164464304,452.0,FEMA_6
g22057,-2.623116047723581,436.0,FEMA_6
g22059,-2.498711653072616,427.0,FEMA_6
g22061,-0.6482109471374211,318.0,FEMA_6
g22063,-4.644200080882587,487.0,FEMA_6
g22065,0.298359433337939,223.0,FEMA_6
g22067,1.4947929698180713,128.0,FEMA_6
g22069,-0.4064627476298557,292.0,FEMA_6
g22071,0.16375258056147257,238.0,FEMA_6
g22073,-0.6647854883077032,321.0,FEMA_6
g22075,-5.639658096045359,493.0,FEMA_6
g22077,-2.0289678082943268,401.0,FEMA_6
g22079,-0.03491115596304108,267.0,FEMA_6
g22081,-1.6865761718287233,385.0,FEMA_6
g22083,0.1476171746651196,240.0,FEMA_6
g22085,-2.359558024158984,420.0,FEMA_6
g22087,-2.069160103168268,406.0,FEMA_6
g22089,-4.532554666158507,486.0,FEMA_6
g22091,-0.7975554059589016,334.0,FEMA_6
g22093,-2.996030480039254,450.0,FEMA_6
g22095,-2.683975359219729,439.0,FEMA_6
g22097,-0.3252177575890981,285.0,FEMA_6
g22099,-2.5388890608993426,430.0,FEMA_6
g22101,-1.7080406377638855,386.0,FEMA_6
g22103,-4.3214350168673725,482.0,FEMA_6
g22105,-2.0339296509186195,403.0,FEMA_6
g22107,1.7744638224592661,105.0,FEMA_6
g22109,-3.2639009670203434,460.0,FEMA_6
g22111,-1.4176630362780185,376.0,FEMA_6
g22113,-2.3465702450745454,418.0,FEMA_6
g22115,-2.34471669567791,417.0,FEMA_6
g22117,0.9209770291793673,171.0,FEMA_6
g22119,-0.49362859418359445,301.0,FEMA_6
g22121,-3.4152072876070765,466.0,FEMA_6
